same_love_language,ambition_diff,emotional_expressiveness_diff,spontaneity_diff,overall_match_score,personality_distance_sum
1,0.050000000000000044,0.41000000000000003,0.06000000000000005,0.8370000000000001,1.31
0,0.14999999999999997,0.35,0.08000000000000002,0.62,1.72
1,0.26999999999999996,0.019999999999999962,0.81,0.758,1.4300000000000002
1,0.09999999999999998,0.10999999999999999,0.25,0.809,0.98
0,0.020000000000000018,0.22999999999999998,0.24999999999999997,0.691,0.9
0,0.020000000000000018,0.37000000000000005,0.030000000000000027,0.607,0.8700000000000001
0,0.38,0.33000000000000007,0.16999999999999993,0.562,1.3
0,0.43999999999999995,0.08999999999999997,0.18000000000000005,0.555,0.8699999999999999
0,0.54,0.31000000000000005,0.07999999999999996,0.612,1.16
0,0.47,0.7899999999999999,0.030000000000000027,0.677,0.5499999999999999
0,0.020000000000000018,0.43999999999999995,0.6099999999999999,0.614,0.42999999999999994
0,0.07000000000000006,0.33,0.1499999999999999,0.667,1.16
0,0.18000000000000005,0.10000000000000003,0.010000000000000009,0.706,1.06
0,0.21999999999999997,0.09999999999999998,0.11999999999999994,0.564,1.92
0,0.27,0.03999999999999998,0.25,0.6970000000000001,0.66
1,0.3,0.10999999999999999,0.5900000000000001,0.65,0.52
0,0.13,0.3,0.06000000000000005,0.39899999999999997,1.5899999999999999
0,0.029999999999999916,0.27,0.2,0.731,1.0699999999999998
1,0.29,0.32999999999999996,0.5599999999999999,0.539,1.16
0,0.27,0.040000000000000036,0.35,0.5870000000000001,0.5799999999999998
0,0.21999999999999997,0.59,0.10999999999999999,0.493,0.7899999999999999
0,0.019999999999999907,0.05999999999999994,0.010000000000000009,0.424,1.29
0,0.17000000000000004,0.18,0.039999999999999925,0.625,1.4700000000000002
1,0.2,0.69,0.44999999999999996,0.7090000000000001,1.8099999999999998
0,0.5,0.36,0.46,0.532,1.9100000000000001
0,0.44999999999999996,0.2899999999999999,0.029999999999999916,0.6859999999999999,0.5199999999999999
0,0.29000000000000004,0.33999999999999997,0.31,0.5,1.49
0,0.32,0.34,0.07,0.6409999999999999,0.6799999999999999
0,0.13,0.12,0.27,0.752,0.8699999999999999
0,0.26,0.42000000000000004,0.06000000000000005,0.499,0.7899999999999999
0,0.7,0.47,0.2,0.32799999999999996,1.1600000000000001
0,0.1100000000000001,0.14999999999999997,0.15,0.68,1.17
0,0.09999999999999998,0.54,0.68,0.62,0.6100000000000001
0,0.54,0.020000000000000018,0.24000000000000005,0.823,1.17
1,0.15000000000000002,0.54,0.43000000000000005,0.6859999999999999,1.6
0,0.020000000000000018,0.66,0.32,0.65,0.7100000000000002
0,0.14,0.3,0.13,0.721,0.5
0,0.4600000000000001,0.38000000000000006,0.1,0.55,0.6699999999999999
1,0.39000000000000007,0.6699999999999999,0.26999999999999996,0.523,0.8099999999999998
0,0.08999999999999997,0.11000000000000001,0.16999999999999998,0.616,1.48
1,0.040000000000000036,0.38999999999999996,0.10000000000000003,0.755,0.48999999999999994
0,0.22000000000000003,0.040000000000000036,0.17999999999999997,0.57,0.4800000000000001
0,0.0,0.30000000000000004,0.26,0.628,1.0899999999999999
0,0.020000000000000018,0.29000000000000004,0.51,0.6729999999999999,0.8500000000000001
0,0.040000000000000036,0.24999999999999994,0.19,0.687,0.87
0,0.39,0.030000000000000027,0.020000000000000018,0.628,1.62
0,0.20999999999999996,0.15000000000000002,0.4,0.5429999999999999,1.3199999999999998
1,0.18000000000000002,0.08999999999999997,0.22000000000000003,0.5770000000000001,1.4900000000000002
0,0.21000000000000008,0.49,0.12,0.49,0.8700000000000001
0,0.020000000000000018,0.19,0.19999999999999998,0.505,1.54
0,0.51,0.32999999999999996,0.65,0.47,1.4900000000000002
0,0.03999999999999998,0.12000000000000005,0.28,0.7240000000000001,0.5099999999999999
0,0.04999999999999999,0.59,0.73,0.575,1.1099999999999999
0,0.51,0.21000000000000002,0.040000000000000036,0.636,1.02
0,0.16000000000000003,0.010000000000000009,0.29999999999999993,0.5660000000000001,1.22
0,0.04999999999999999,0.18000000000000002,0.49,0.503,1.44
0,0.12000000000000005,0.010000000000000009,0.020000000000000018,0.733,0.8799999999999999
0,0.09999999999999998,0.33999999999999997,0.26000000000000006,0.5379999999999999,0.4299999999999999
0,0.21000000000000002,0.13,0.88,0.518,0.5100000000000001
1,0.06000000000000005,0.1,0.28,0.7759999999999999,1.1500000000000001
0,0.12000000000000005,0.48,0.1,0.247,1.0499999999999998
0,0.53,0.29000000000000004,0.010000000000000009,0.5,0.6700000000000002
0,0.48,0.08000000000000002,0.06000000000000005,0.47600000000000003,1.59
0,0.0,0.4799999999999999,0.020000000000000018,0.716,1.6400000000000001
0,0.08999999999999997,0.26,0.6100000000000001,0.56,1.2899999999999998
1,0.41000000000000003,0.46,0.009999999999999995,0.564,1.59
0,0.13999999999999996,0.3,0.15999999999999992,0.563,1.4
1,0.12,0.36000000000000004,0.12,0.6940000000000001,1.02
0,0.26,0.18999999999999995,0.18000000000000005,0.7170000000000001,0.6699999999999999
0,0.15000000000000002,0.19999999999999996,0.12,0.59,0.8300000000000001
0,0.12,0.07,0.32999999999999996,0.5770000000000001,1.23
0,0.09000000000000002,0.24,0.04999999999999999,0.619,0.99
0,0.08000000000000007,0.08000000000000007,0.38,0.858,0.76
1,0.27999999999999997,0.33000000000000007,0.6799999999999999,0.7290000000000001,0.67
0,0.18000000000000005,0.32,0.020000000000000018,0.461,1.5100000000000002
1,0.31999999999999995,0.020000000000000018,0.66,0.706,1.5799999999999998
0,0.17000000000000004,0.52,0.24999999999999997,0.742,0.79
0,0.040000000000000036,0.020000000000000018,0.33999999999999997,0.789,0.86
0,0.17999999999999997,0.3,0.25,0.654,0.9500000000000001
0,0.12,0.07999999999999996,0.8200000000000001,0.792,1.1
0,0.06000000000000005,0.20999999999999996,0.42,0.66,1.21
0,0.019999999999999962,0.83,0.10999999999999999,0.527,1.4
0,0.19,0.35,0.67,0.5479999999999999,1.65
0,0.010000000000000009,0.27999999999999997,0.39,0.7390000000000001,0.71
0,0.040000000000000036,0.22000000000000003,0.26,0.774,0.44000000000000006
0,0.24,0.6699999999999999,0.38000000000000006,0.628,0.8400000000000001
0,0.13,0.0,0.07,0.82,1.31
1,0.12,0.29,0.21999999999999997,0.721,0.9700000000000001
0,0.14,0.26999999999999996,0.4700000000000001,0.654,0.6299999999999999
0,0.20999999999999996,0.41000000000000003,0.25,0.654,0.8099999999999999
0,0.5700000000000001,0.41,0.10000000000000003,0.466,1.12
0,0.24,0.41999999999999993,0.25,0.578,0.9099999999999999
1,0.040000000000000036,0.12,0.1,0.779,0.71
0,0.31999999999999995,0.15999999999999998,0.65,0.636,1.18
0,0.13,0.35,0.2,0.514,1.3199999999999998
0,0.18000000000000005,0.26,0.19999999999999996,0.603,1.65
1,0.15999999999999992,0.030000000000000027,0.31999999999999995,0.943,0.7999999999999999
0,0.020000000000000018,0.29,0.22000000000000003,0.547,1.13
0,0.25,0.07999999999999996,0.19,0.763,1.3600000000000003
1,0.5399999999999999,0.020000000000000018,0.47,0.872,0.8799999999999999
0,0.30999999999999994,0.030000000000000027,0.13,0.741,0.74
0,0.12999999999999998,0.08999999999999997,0.14999999999999997,0.767,0.4000000000000001
0,0.33,0.040000000000000036,0.32999999999999996,0.467,1.98
1,0.06,0.43999999999999995,0.39,0.7390000000000001,1.02
0,0.13,0.5,0.41000000000000003,0.444,1.63
0,0.38,0.020000000000000018,0.06999999999999995,0.736,1.4
0,0.24,0.6900000000000001,0.06,0.513,1.1
0,0.16999999999999993,0.26999999999999996,0.17000000000000004,0.629,1.78
0,0.17000000000000004,0.07,0.08000000000000002,0.531,1.2400000000000002
1,0.29999999999999993,0.040000000000000036,0.26,0.685,0.84
0,0.16999999999999998,0.32000000000000006,0.48,0.573,1.3
0,0.15,0.27,0.49,0.574,1.1
0,0.06,0.08999999999999997,0.3,0.37799999999999995,0.8999999999999999
0,0.04999999999999993,0.30000000000000004,0.07999999999999996,0.7959999999999999,0.42999999999999994
0,0.050000000000000044,0.04999999999999993,0.5599999999999999,0.723,1.23
0,0.12,0.39,0.6399999999999999,0.485,0.9300000000000002
0,0.19999999999999998,0.72,0.13000000000000006,0.424,1.47
0,0.08000000000000007,0.020000000000000018,0.28,0.609,0.73
0,0.22999999999999998,0.030000000000000027,0.12999999999999998,0.494,1.25
0,0.09999999999999998,0.21000000000000008,0.81,0.47600000000000003,1.4500000000000002
0,0.04999999999999999,0.56,0.1399999999999999,0.537,1.3599999999999999
0,0.020000000000000018,0.35,0.05999999999999994,0.649,1.21
0,0.1299999999999999,0.18000000000000005,0.25999999999999995,0.613,1.51
1,0.06999999999999995,0.45999999999999996,0.42999999999999994,0.7609999999999999,1.4100000000000001
0,0.5599999999999999,0.010000000000000009,0.02999999999999997,0.508,1.75
1,0.14,0.12,0.0,0.595,0.9099999999999999
1,0.25,0.010000000000000009,0.27,0.887,0.55
0,0.10999999999999999,0.08000000000000002,0.12,0.728,1.42
0,0.41000000000000003,0.019999999999999907,0.21000000000000002,0.621,1.02
0,0.25999999999999995,0.27,0.010000000000000009,0.774,1.07
0,0.12,0.16000000000000003,0.48000000000000004,0.6779999999999999,1.8599999999999999
1,0.33999999999999997,0.020000000000000018,0.15,0.8190000000000001,0.8
0,0.06,0.6000000000000001,0.039999999999999925,0.539,0.8599999999999999
0,0.6,0.12,0.45000000000000007,0.5479999999999999,0.6700000000000002
0,0.04999999999999999,0.04999999999999999,0.58,0.557,1.4699999999999998
0,0.13999999999999996,0.09999999999999998,0.46,0.638,0.6399999999999999
0,0.18000000000000005,0.21999999999999997,0.5,0.626,0.98
0,0.27,0.04999999999999993,0.03999999999999998,0.787,0.47
0,0.19,0.17999999999999994,0.15999999999999998,0.762,1.2799999999999998
0,0.5,0.33000000000000007,0.020000000000000018,0.504,1.7200000000000002
1,0.08999999999999997,0.25,0.14999999999999997,0.88,0.7399999999999998
0,0.07000000000000006,0.6000000000000001,0.10999999999999999,0.659,0.5599999999999999
0,0.12,0.44,0.29000000000000004,0.629,1.17
0,0.09999999999999998,0.050000000000000044,0.08999999999999997,0.616,1.73
0,0.31,0.14999999999999997,0.22999999999999993,0.633,1.18
0,0.22000000000000003,0.020000000000000018,0.42000000000000004,0.687,1.61
0,0.35,0.5700000000000001,0.030000000000000027,0.374,0.9199999999999998
0,0.29,0.05999999999999994,0.72,0.557,0.5700000000000001
0,0.019999999999999962,0.22000000000000003,0.42,0.696,0.6600000000000001
0,0.18,0.41000000000000003,0.2899999999999999,0.622,0.76
1,0.050000000000000044,0.29000000000000004,0.22999999999999998,0.691,1.58
1,0.08999999999999997,0.25999999999999995,0.25,0.763,1.2200000000000002
0,0.30000000000000004,0.15000000000000002,0.12,0.584,1.0
1,0.13,0.26999999999999996,0.33000000000000007,0.523,0.66
0,0.10999999999999999,0.2799999999999999,0.07999999999999996,0.61,0.6500000000000001
1,0.11000000000000004,0.14,0.31000000000000005,0.657,0.48999999999999994
0,0.21999999999999997,0.10000000000000003,0.06999999999999995,0.636,0.74
0,0.15999999999999998,0.27,0.53,0.7979999999999999,1.0499999999999998
0,0.38,0.020000000000000018,0.0,0.631,1.26
0,0.5399999999999999,0.76,0.040000000000000036,0.526,0.8099999999999999
0,0.12,0.47,0.18999999999999995,0.597,0.72
1,0.44000000000000006,0.35000000000000003,0.5900000000000001,0.5529999999999999,1.63
0,0.030000000000000027,0.25,0.68,0.603,0.8400000000000001
0,0.32,0.25999999999999995,0.6000000000000001,0.546,0.97
0,0.1399999999999999,0.32999999999999996,0.31,0.489,1.18
0,0.08000000000000002,0.82,0.23000000000000004,0.545,0.84
0,0.11000000000000004,0.14,0.040000000000000036,0.78,0.73
0,0.67,0.29,0.27,0.46,0.9199999999999999
0,0.2,0.020000000000000018,0.54,0.5489999999999999,0.89
0,0.26,0.23000000000000004,0.15000000000000002,0.532,0.73
0,0.24999999999999994,0.48000000000000004,0.21999999999999997,0.64,1.84
1,0.24000000000000005,0.37,0.21,0.626,1.2
1,0.26,0.12000000000000005,0.22999999999999998,0.667,1.16
0,0.13,0.030000000000000027,0.32,0.619,1.25
1,0.06000000000000005,0.08000000000000002,0.07999999999999999,0.8170000000000001,1.04
0,0.13999999999999996,0.09999999999999998,0.26,0.483,0.6100000000000001
0,0.5700000000000001,0.07,0.53,0.546,1.37
0,0.20999999999999996,0.22999999999999998,0.10999999999999999,0.508,0.9299999999999999
0,0.42999999999999994,0.79,0.13,0.622,0.96
0,0.21999999999999997,0.010000000000000009,0.24,0.647,0.65
0,0.040000000000000036,0.35,0.44999999999999996,0.7120000000000001,1.1
0,0.25999999999999995,0.49,0.6200000000000001,0.514,1.18
0,0.11000000000000004,0.16999999999999998,0.06999999999999995,0.6940000000000001,0.9800000000000001
0,0.29,0.010000000000000009,0.21,0.5539999999999999,0.42
0,0.26999999999999996,0.04999999999999993,0.13999999999999996,0.789,1.6900000000000002
0,0.11000000000000004,0.05999999999999994,0.09999999999999998,0.5820000000000001,1.1199999999999999
0,0.26999999999999996,0.41,0.24,0.49,1.1600000000000001
0,0.29000000000000004,0.020000000000000018,0.22000000000000003,0.64,1.19
0,0.040000000000000036,0.21999999999999997,0.6699999999999999,0.6859999999999999,0.98
0,0.15999999999999998,0.4,0.15000000000000002,0.588,0.76
0,0.20000000000000007,0.29999999999999993,0.27,0.643,1.33
0,0.37,0.05999999999999994,0.68,0.6859999999999999,1.21
0,0.02999999999999997,0.040000000000000036,0.41,0.748,0.9799999999999999
1,0.08000000000000002,0.42,0.2,0.746,0.49999999999999994
0,0.38999999999999996,0.02999999999999997,0.62,0.593,1.4300000000000002
0,0.13999999999999996,0.15000000000000002,0.08000000000000002,0.5660000000000001,1.55
0,0.07999999999999996,0.06999999999999995,0.44,0.7090000000000001,1.14
0,0.32000000000000006,0.10999999999999999,0.6699999999999999,0.535,0.58
0,0.050000000000000044,0.13,0.040000000000000036,0.718,1.22
0,0.32000000000000006,0.2,0.27999999999999997,0.541,1.42
0,0.07,0.07000000000000006,0.22000000000000003,0.6459999999999999,0.37000000000000005
1,0.18,0.6,0.040000000000000036,0.73,1.0299999999999998
0,0.12,0.019999999999999962,0.43999999999999995,0.617,1.7599999999999998
0,0.12999999999999995,0.020000000000000018,0.010000000000000009,0.711,1.21
0,0.18,0.16000000000000003,0.33999999999999997,0.7090000000000001,0.6699999999999999
0,0.26,0.05999999999999994,0.030000000000000027,0.664,1.27
0,0.04999999999999999,0.06,0.010000000000000009,0.6829999999999999,1.31
0,0.15000000000000002,0.19000000000000006,0.13,0.6659999999999999,0.9800000000000001
1,0.07999999999999996,0.16000000000000003,0.07,0.7559999999999999,0.8500000000000001
1,0.10999999999999999,0.21999999999999997,0.46,0.718,1.04
0,0.25,0.35000000000000003,0.15999999999999998,0.441,1.5500000000000003
0,0.16999999999999993,0.12,0.12,0.642,1.4100000000000001
1,0.48000000000000004,0.13,0.3,0.595,0.8499999999999999
0,0.20999999999999996,0.020000000000000018,0.7799999999999999,0.561,0.73
0,0.28,0.57,0.13,0.514,0.98
1,0.29000000000000004,0.32,0.30999999999999994,0.7340000000000001,0.8200000000000001
0,0.03999999999999998,0.24999999999999994,0.58,0.531,1.18
0,0.18,0.54,0.15999999999999998,0.49700000000000005,0.84
0,0.43999999999999995,0.15999999999999998,0.47000000000000003,0.451,1.31
0,0.06,0.33,0.15000000000000002,0.67,1.5899999999999999
1,0.13,0.009999999999999981,0.13000000000000003,0.738,0.56
0,0.019999999999999907,0.15000000000000002,0.010000000000000009,0.6629999999999999,1.5899999999999999
0,0.48,0.12,0.42,0.627,0.49000000000000005
0,0.22,0.6200000000000001,0.25,0.598,0.5799999999999998
0,0.05999999999999994,0.7,0.15000000000000002,0.546,1.2
0,0.24000000000000005,0.15000000000000002,0.10000000000000003,0.475,1.41
0,0.05999999999999994,0.12000000000000005,0.41,0.66,1.75
1,0.16999999999999993,0.37999999999999995,0.28,0.88,0.52
0,0.35,0.34,0.26999999999999996,0.602,1.2399999999999998
1,0.13,0.24999999999999997,0.6399999999999999,0.575,1.15
0,0.15999999999999998,0.45,0.58,0.435,2.05
0,0.08999999999999997,0.09,0.65,0.602,0.62
0,0.53,0.46,0.37999999999999995,0.664,0.9099999999999999
1,0.43999999999999995,0.0,0.69,0.598,0.72
0,0.08000000000000007,0.33999999999999997,0.54,0.594,1.5099999999999998
0,0.16000000000000003,0.36000000000000004,0.16000000000000003,0.5579999999999999,1.38
0,0.009999999999999953,0.13,0.12,0.8220000000000001,0.6500000000000001
0,0.040000000000000036,0.33999999999999997,0.39,0.43799999999999994,0.8899999999999999
0,0.39999999999999997,0.10999999999999999,0.13999999999999996,0.5329999999999999,1.34
0,0.4,0.21000000000000002,0.6200000000000001,0.664,1.15
0,0.10999999999999999,0.46,0.5800000000000001,0.446,1.29
0,0.58,0.09999999999999998,0.22000000000000003,0.6779999999999999,0.5399999999999999
0,0.17000000000000004,0.18000000000000005,0.32000000000000006,0.522,1.17
0,0.12,0.32999999999999996,0.05999999999999994,0.485,1.78
0,0.22999999999999998,0.20999999999999996,0.31,0.68,1.23
1,0.04999999999999999,0.22000000000000003,0.06000000000000005,0.8029999999999999,0.3599999999999999
0,0.31000000000000005,0.26999999999999996,0.49,0.49,1.1600000000000001
0,0.32000000000000006,0.030000000000000027,0.6200000000000001,0.52,0.93
0,0.2700000000000001,0.31000000000000005,0.37,0.446,1.05
0,0.09000000000000002,0.07999999999999996,0.27,0.478,1.01
0,0.10999999999999999,0.05999999999999994,0.08000000000000007,0.6659999999999999,1.3900000000000001
0,0.030000000000000027,0.35,0.07,0.716,0.73
0,0.22000000000000003,0.43000000000000005,0.27,0.7090000000000001,0.42999999999999994
0,0.08999999999999997,0.22999999999999998,0.03999999999999998,0.622,1.25
0,0.10000000000000003,0.020000000000000018,0.30000000000000004,0.7609999999999999,1.42
0,0.32,0.31,0.16000000000000003,0.631,0.9799999999999998
0,0.08000000000000002,0.24999999999999994,0.28,0.6990000000000001,1.2000000000000002
0,0.11000000000000004,0.10999999999999999,0.11,0.589,0.9700000000000002
1,0.23000000000000004,0.12,0.7,0.546,0.98
1,0.4,0.47,0.06999999999999995,0.727,1.3300000000000003
0,0.06000000000000005,0.06999999999999995,0.01999999999999999,0.747,1.25
0,0.07,0.37000000000000005,0.06999999999999995,0.738,0.8499999999999999
0,0.16999999999999998,0.19999999999999996,0.010000000000000009,0.601,1.47
0,0.030000000000000027,0.010000000000000009,0.46,0.569,0.71
1,0.5,0.13,0.10999999999999999,0.741,0.58
0,0.02999999999999997,0.53,0.21999999999999997,0.6,0.52
0,0.26,0.73,0.41000000000000003,0.444,1.2400000000000002
0,0.16000000000000003,0.050000000000000044,0.25,0.6920000000000001,0.65
0,0.31,0.36,0.47,0.621,0.71
0,0.43,0.6799999999999999,0.10999999999999999,0.603,1.37
0,0.45,0.36,0.18000000000000002,0.584,0.7799999999999999
0,0.31999999999999995,0.36,0.41,0.53,1.48
0,0.02999999999999997,0.19000000000000006,0.13,0.6679999999999999,1.4299999999999997
0,0.13,0.68,0.030000000000000027,0.486,0.7700000000000001
0,0.07000000000000003,0.38,0.16000000000000003,0.633,1.1
0,0.33,0.10000000000000003,0.20999999999999996,0.5660000000000001,1.1400000000000001
1,0.13,0.48,0.07,0.569,0.9199999999999999
0,0.050000000000000044,0.04999999999999999,0.39,0.542,0.86
0,0.4,0.12,0.35000000000000003,0.537,1.02
0,0.0,0.03,0.010000000000000009,0.655,0.96
0,0.10999999999999999,0.020000000000000018,0.45,0.728,1.23
0,0.4099999999999999,0.10999999999999999,0.0,0.688,0.94
0,0.08999999999999997,0.06000000000000005,0.44,0.711,1.38
1,0.16000000000000003,0.67,0.09000000000000002,0.782,0.5900000000000001
0,0.17999999999999994,0.050000000000000044,0.39999999999999997,0.539,1.5599999999999998
0,0.25,0.18000000000000005,0.030000000000000027,0.562,1.4299999999999997
0,0.11999999999999994,0.46,0.08000000000000002,0.789,0.2799999999999999
1,0.08000000000000002,0.09000000000000001,0.14,0.76,0.44999999999999996
0,0.12,0.38,0.16999999999999998,0.526,1.01
1,0.35,0.38,0.019999999999999907,0.662,0.66
0,0.15000000000000002,0.16,0.20999999999999996,0.5429999999999999,0.7400000000000001
1,0.36,0.050000000000000044,0.43,0.691,0.91
1,0.10999999999999999,0.42000000000000004,0.35,0.563,1.2199999999999998
0,0.31,0.4,0.34,0.512,1.14
0,0.21999999999999997,0.37000000000000005,0.41,0.45899999999999996,1.04
0,0.06,0.21000000000000008,0.24,0.644,1.5
1,0.17000000000000004,0.06,0.3,0.8540000000000001,0.7499999999999999
0,0.13,0.41000000000000003,0.5399999999999999,0.619,1.2399999999999998
0,0.020000000000000018,0.16000000000000003,0.040000000000000036,0.775,0.9600000000000001
0,0.13,0.040000000000000036,0.4700000000000001,0.536,0.6099999999999998
0,0.36,0.44999999999999996,0.10999999999999999,0.431,1.34
1,0.18,0.34,0.69,0.8029999999999999,1.8900000000000001
0,0.009999999999999953,0.37,0.25000000000000006,0.5870000000000001,0.5700000000000002
1,0.20999999999999996,0.54,0.2,0.687,0.9299999999999999
0,0.09999999999999998,0.07,0.31000000000000005,0.563,1.14
0,0.42999999999999994,0.13,0.0,0.529,0.5399999999999999
1,0.07999999999999996,0.37999999999999995,0.6699999999999999,0.563,1.84
0,0.29,0.07999999999999996,0.18,0.711,0.54
0,0.24,0.35,0.14999999999999997,0.49200000000000005,0.68
0,0.28,0.20999999999999996,0.24,0.495,1.52
0,0.22000000000000003,0.42000000000000004,0.08000000000000002,0.589,0.6399999999999999
0,0.38,0.13,0.22000000000000008,0.708,1.21
0,0.08000000000000002,0.37,0.37999999999999995,0.6579999999999999,0.9400000000000003
0,0.07000000000000006,0.18000000000000005,0.18000000000000005,0.644,1.6799999999999997
0,0.010000000000000009,0.18000000000000005,0.04000000000000001,0.636,1.2500000000000002
0,0.18000000000000005,0.18000000000000005,0.15000000000000002,0.696,1.48
0,0.25999999999999995,0.45000000000000007,0.09,0.479,1.4499999999999997
0,0.06999999999999995,0.5,0.22999999999999998,0.512,1.4899999999999998
0,0.25,0.02999999999999997,0.5499999999999999,0.721,0.84
0,0.030000000000000027,0.0,0.15000000000000002,0.611,0.8999999999999999
0,0.20999999999999996,0.10999999999999999,0.55,0.414,0.7300000000000001
0,0.30000000000000004,0.52,0.22999999999999998,0.447,1.2400000000000002
0,0.30000000000000004,0.16999999999999998,0.050000000000000044,0.585,1.23
0,0.14,0.19,0.07000000000000006,0.855,0.67
0,0.28,0.04999999999999999,0.09999999999999998,0.628,1.92
0,0.18000000000000002,0.09000000000000002,0.29,0.664,1.35
0,0.04999999999999993,0.02999999999999997,0.010000000000000009,0.8170000000000001,1.02
0,0.34,0.63,0.6399999999999999,0.408,1.16
0,0.65,0.25000000000000006,0.030000000000000027,0.5760000000000001,1.11
0,0.58,0.22000000000000003,0.08999999999999997,0.38799999999999996,1.7100000000000002
1,0.010000000000000009,0.18,0.45,0.841,0.8300000000000001
1,0.4,0.36999999999999994,0.26,0.547,1.13
0,0.41000000000000003,0.45,0.7100000000000001,0.48700000000000004,1.24
0,0.25000000000000006,0.33000000000000007,0.14999999999999997,0.626,1.19
0,0.19999999999999996,0.51,0.59,0.521,0.98
0,0.16999999999999998,0.29,0.03999999999999998,0.6579999999999999,1.1800000000000002
1,0.27,0.13,0.43999999999999995,0.633,0.9299999999999999
0,0.05999999999999994,0.7,0.05999999999999994,0.617,1.5700000000000003
0,0.41,0.08000000000000002,0.28,0.509,1.03
0,0.41000000000000003,0.2,0.27,0.469,0.9400000000000001
0,0.18999999999999995,0.16999999999999998,0.33999999999999997,0.612,1.1600000000000001
0,0.3499999999999999,0.31000000000000005,0.37,0.591,1.22
0,0.25,0.010000000000000009,0.5700000000000001,0.61,1.1799999999999997
0,0.07,0.26,0.43999999999999995,0.507,1.1400000000000001
0,0.0,0.58,0.22999999999999998,0.619,1.54
1,0.48999999999999994,0.12,0.20999999999999996,0.594,1.4300000000000002
0,0.08000000000000002,0.43000000000000005,0.6200000000000001,0.555,1.3
1,0.19,0.27,0.6499999999999999,0.419,0.7500000000000001
0,0.25,0.83,0.030000000000000027,0.5870000000000001,1.33
1,0.32,0.62,0.5,0.597,0.64
0,0.62,0.91,0.13999999999999996,0.51,1.49
0,0.010000000000000009,0.039999999999999925,0.06999999999999995,0.701,0.69
0,0.32,0.020000000000000018,0.08999999999999997,0.56,2.1799999999999997
1,0.16000000000000003,0.08999999999999997,0.47000000000000003,0.815,0.6000000000000001
0,0.039999999999999925,0.21000000000000002,0.5800000000000001,0.44,1.1800000000000002
1,0.48,0.03999999999999998,0.09000000000000002,0.738,1.35
1,0.35000000000000003,0.41000000000000003,0.44999999999999996,0.7040000000000001,0.79
0,0.07,0.15000000000000002,0.33,0.802,0.7000000000000002
0,0.04999999999999999,0.43000000000000005,0.38,0.498,0.79
0,0.0,0.010000000000000009,0.06,0.716,1.18
0,0.24,0.48,0.18999999999999995,0.621,1.27
0,0.15000000000000002,0.43,0.5,0.5770000000000001,0.5
0,0.45,0.30000000000000004,0.29,0.693,0.7999999999999999
1,0.47000000000000003,0.20999999999999996,0.51,0.708,0.78
0,0.14,0.46,0.14,0.711,0.7999999999999998
0,0.029999999999999916,0.52,0.33999999999999997,0.748,1.08
0,0.18000000000000005,0.21000000000000002,0.06,0.649,1.2199999999999998
0,0.10000000000000009,0.16999999999999998,0.34,0.615,0.5299999999999999
0,0.35999999999999993,0.07999999999999999,0.49999999999999994,0.647,0.6299999999999999
0,0.44000000000000006,0.88,0.48999999999999994,0.521,1.71
0,0.27,0.2,0.73,0.642,1.1300000000000001
0,0.16000000000000003,0.28,0.93,0.6409999999999999,1.17
0,0.06999999999999995,0.27,0.49,0.696,0.94
0,0.30000000000000004,0.3600000000000001,0.4,0.502,1.6800000000000002
0,0.14,0.56,0.66,0.669,0.4
0,0.31000000000000005,0.17999999999999994,0.53,0.5589999999999999,0.81
0,0.03999999999999998,0.24999999999999997,0.11000000000000004,0.741,0.59
0,0.15000000000000002,0.47000000000000003,0.42,0.537,1.1799999999999997
0,0.10999999999999999,0.22999999999999998,0.38000000000000006,0.6459999999999999,0.33
0,0.040000000000000036,0.53,0.32999999999999996,0.39399999999999996,1.2
0,0.19000000000000006,0.31999999999999995,0.32,0.583,0.8900000000000001
0,0.03999999999999998,0.10999999999999999,0.71,0.621,1.86
0,0.08999999999999997,0.2,0.15999999999999998,0.73,0.8599999999999999
0,0.42000000000000004,0.09999999999999998,0.17,0.655,1.6800000000000002
0,0.06999999999999995,0.21000000000000002,0.19,0.6629999999999999,0.52
0,0.24,0.12,0.5,0.619,0.3100000000000001
0,0.11999999999999994,0.030000000000000027,0.47,0.6579999999999999,0.7599999999999999
1,0.37,0.0,0.18999999999999995,0.836,1.0
1,0.09000000000000002,0.44,0.10999999999999999,0.782,0.9400000000000001
0,0.36,0.07,0.12999999999999995,0.8109999999999999,0.93
0,0.6,0.26,0.4,0.45299999999999996,1.55
0,0.010000000000000009,0.20000000000000007,0.45999999999999996,0.757,0.56
0,0.06000000000000005,0.31000000000000005,0.5599999999999999,0.677,1.38
1,0.029999999999999916,0.37,0.6399999999999999,0.757,1.3
0,0.04999999999999999,0.25000000000000006,0.25,0.5760000000000001,0.7799999999999999
0,0.11999999999999994,0.03,0.48999999999999994,0.6759999999999999,1.34
1,0.17000000000000004,0.45999999999999996,0.10000000000000009,0.828,1.09
0,0.31999999999999995,0.1299999999999999,0.16000000000000003,0.825,0.98
0,0.36,0.33,0.3,0.632,0.8400000000000001
1,0.08000000000000007,0.08999999999999997,0.44999999999999996,0.847,1.38
0,0.35,0.27,0.29,0.63,0.7400000000000001
0,0.020000000000000018,0.14,0.44,0.664,1.31
1,0.02999999999999997,0.4,0.31999999999999995,0.71,0.6799999999999999
